[13:34:58] ============================================================
[13:34:58] [REALTIME MONITOR] Started - 10s interval
[13:34:58] ============================================================
[13:34:59] Price: $1960.00 | Vol: 1150 | Change: +0.02% | Status: Normal
[17:07:36] Price: $1963.23 | Vol: 335 | Change: -0.03% | Status: Normal
[17:07:46] Price: $1963.22 | Vol: 372 | Change: -0.03% | Status: Normal
[17:07:56] Price: $1963.22 | Vol: 407 | Change: -0.03% | Status: Normal
[17:08:06] Price: $1963.23 | Vol: 0 | Change: +0.00% | Status: Normal
[17:08:16] Price: $1963.46 | Vol: 106 | Change: +0.01% | Status: Normal
[17:08:27] Price: $1963.49 | Vol: 174 | Change: +0.01% | Status: Normal
[17:08:37] Price: $1963.79 | Vol: 254 | Change: +0.03% | Status: Normal
[17:08:47] Price: $1964.04 | Vol: 438 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[17:08:57] Price: $1964.04 | Vol: 492 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[17:09:07] Price: $1964.04 | Vol: 6 | Change: +0.00% | Status: Normal
[17:09:17] Price: $1964.49 | Vol: 341 | Change: +0.02% | Status: Normal
[17:09:27] Price: $1964.29 | Vol: 529 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:09:37] Price: $1964.28 | Vol: 589 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:09:47] Price: $1964.00 | Vol: 1579 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:09:57] Price: $1964.00 | Vol: 1629 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:10:07] Price: $1963.88 | Vol: 37 | Change: -0.00% | Status: Normal
[17:10:17] Price: $1964.18 | Vol: 209 | Change: +0.01% | Status: Normal
[17:10:27] Price: $1964.17 | Vol: 311 | Change: +0.01% | Status: Normal
[17:10:37] Price: $1964.17 | Vol: 379 | Change: +0.01% | Status: Normal
[17:10:47] Price: $1964.28 | Vol: 562 | Change: +0.02% | Status: Normal
[17:10:57] Price: $1964.26 | Vol: 674 | Change: +0.02% | Status: Normal
[17:11:07] Price: $1964.17 | Vol: 49 | Change: -0.00% | Status: Normal
[17:11:17] Price: $1964.09 | Vol: 163 | Change: -0.01% | Status: Normal
[17:11:27] Price: $1964.16 | Vol: 262 | Change: -0.01% | Status: Normal
[17:11:37] Price: $1964.27 | Vol: 319 | Change: +0.00% | Status: Normal
[17:11:47] Price: $1964.28 | Vol: 334 | Change: +0.00% | Status: Normal
[17:11:58] Price: $1964.29 | Vol: 339 | Change: +0.00% | Status: Normal
[17:12:08] Price: $1964.29 | Vol: 19 | Change: +0.00% | Status: Normal
[17:12:18] Price: $1964.29 | Vol: 55 | Change: +0.00% | Status: Normal
[17:12:28] Price: $1964.06 | Vol: 1897 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:12:38] Price: $1964.10 | Vol: 1998 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:12:48] Price: $1964.06 | Vol: 2277 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:12:58] Price: $1964.07 | Vol: 2279 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:13:08] Price: $1964.06 | Vol: 21 | Change: -0.00% | Status: Normal
[17:13:18] Price: $1964.07 | Vol: 167 | Change: +0.00% | Status: Normal
[17:13:28] Price: $1963.60 | Vol: 230 | Change: -0.02% | Status: Normal
[17:13:38] Price: $1963.63 | Vol: 287 | Change: -0.02% | Status: Normal
[17:13:48] Price: $1963.63 | Vol: 320 | Change: -0.02% | Status: Normal
[17:13:58] Price: $1963.64 | Vol: 324 | Change: -0.02% | Status: Normal
[17:14:08] Price: $1963.76 | Vol: 309 | Change: +0.01% | Status: Normal
[17:14:18] Price: $1963.87 | Vol: 335 | Change: +0.01% | Status: Normal
[17:14:28] Price: $1963.88 | Vol: 341 | Change: +0.01% | Status: Normal
[17:14:38] Price: $1963.87 | Vol: 351 | Change: +0.01% | Status: Normal
[17:14:48] Price: $1963.88 | Vol: 387 | Change: +0.01% | Status: Normal
[17:14:58] Price: $1963.88 | Vol: 409 | Change: +0.01% | Status: Normal
[17:15:08] Price: $1963.65 | Vol: 39 | Change: -0.01% | Status: Normal
[17:15:18] Price: $1963.65 | Vol: 56 | Change: -0.01% | Status: Normal
[17:15:29] Price: $1963.64 | Vol: 76 | Change: -0.01% | Status: Normal
[17:15:39] Price: $1963.64 | Vol: 86 | Change: -0.01% | Status: Normal
[17:15:49] Price: $1963.66 | Vol: 152 | Change: -0.01% | Status: Normal
[17:15:59] Price: $1963.89 | Vol: 239 | Change: +0.00% | Status: Normal
[17:16:09] Price: $1963.84 | Vol: 7 | Change: +0.00% | Status: Normal
[17:16:19] Price: $1963.93 | Vol: 47 | Change: +0.00% | Status: Normal
[17:16:29] Price: $1963.97 | Vol: 87 | Change: +0.01% | Status: Normal
[17:16:39] Price: $1963.95 | Vol: 354 | Change: +0.01% | Status: Normal
[17:16:49] Price: $1963.95 | Vol: 367 | Change: +0.01% | Status: Normal
[17:16:59] Price: $1963.95 | Vol: 399 | Change: +0.01% | Status: Normal
[17:17:09] Price: $1964.20 | Vol: 36 | Change: +0.01% | Status: Normal
[17:17:19] Price: $1964.37 | Vol: 1011 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:17:29] Price: $1964.38 | Vol: 1203 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:17:39] Price: $1964.42 | Vol: 1298 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:17:49] Price: $1964.41 | Vol: 1316 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:17:59] Price: $1963.88 | Vol: 1669 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:18:09] Price: $1964.20 | Vol: 79 | Change: +0.02% | Status: Normal
[17:18:19] Price: $1964.59 | Vol: 129 | Change: +0.04% | Status: Normal
[17:18:29] Price: $1964.42 | Vol: 290 | Change: +0.03% | Status: Normal
[17:18:40] Price: $1964.76 | Vol: 343 | Change: +0.05% | Status: Normal
[17:18:50] Price: $1964.76 | Vol: 403 | Change: +0.05% | Status: Normal
[17:19:00] Price: $1964.45 | Vol: 791 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[17:19:10] Price: $1964.40 | Vol: 385 | Change: -0.00% | Status: Normal
[17:19:20] Price: $1964.14 | Vol: 408 | Change: -0.01% | Status: Normal
[17:19:30] Price: $1963.88 | Vol: 467 | Change: -0.03% | Status: Normal
[17:19:40] Price: $1963.75 | Vol: 481 | Change: -0.03% | Status: Normal
[17:19:50] Price: $1963.24 | Vol: 536 | Change: -0.06% | Status: Normal
[17:20:00] Price: $1963.45 | Vol: 651 | Change: -0.05% | Status: Normal
[17:20:10] Price: $1963.73 | Vol: 17 | Change: +0.01% | Status: Normal
[17:20:20] Price: $1963.55 | Vol: 86 | Change: -0.00% | Status: Normal
[17:20:30] Price: $1963.54 | Vol: 110 | Change: -0.00% | Status: Normal
[17:20:40] Price: $1963.66 | Vol: 174 | Change: +0.00% | Status: Normal
[17:20:50] Price: $1963.67 | Vol: 181 | Change: +0.00% | Status: Normal
[17:21:00] Price: $1963.67 | Vol: 206 | Change: +0.00% | Status: Normal
[17:21:10] Price: $1963.67 | Vol: 49 | Change: -0.02% | Status: Normal
[17:21:20] Price: $1963.84 | Vol: 161 | Change: -0.01% | Status: Normal
[17:21:30] Price: $1964.08 | Vol: 179 | Change: +0.00% | Status: Normal
[17:21:40] Price: $1964.07 | Vol: 440 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:21:50] Price: $1964.00 | Vol: 482 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:22:00] Price: $1964.00 | Vol: 536 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:22:11] Price: $1963.93 | Vol: 46 | Change: -0.00% | Status: Normal
[17:22:21] Price: $1963.93 | Vol: 60 | Change: -0.00% | Status: Normal
[17:22:31] Price: $1963.93 | Vol: 64 | Change: -0.00% | Status: Normal
[17:22:41] Price: $1964.15 | Vol: 122 | Change: +0.01% | Status: Normal
[17:22:51] Price: $1964.15 | Vol: 314 | Change: +0.01% | Status: Normal
[17:23:01] Price: $1964.14 | Vol: 328 | Change: +0.01% | Status: Normal
[17:23:11] Price: $1964.28 | Vol: 13 | Change: +0.00% | Status: Normal
[17:23:21] Price: $1964.28 | Vol: 28 | Change: +0.00% | Status: Normal
[17:23:31] Price: $1964.13 | Vol: 90 | Change: -0.01% | Status: Normal
[17:23:41] Price: $1964.12 | Vol: 114 | Change: -0.01% | Status: Normal
[17:23:51] Price: $1964.13 | Vol: 133 | Change: -0.01% | Status: Normal
[17:24:01] Price: $1964.14 | Vol: 153 | Change: -0.01% | Status: Normal
[17:24:11] Price: $1964.14 | Vol: 38 | Change: +0.00% | Status: Normal
[17:24:21] Price: $1964.13 | Vol: 155 | Change: -0.00% | Status: Normal
[17:24:31] Price: $1964.14 | Vol: 175 | Change: +0.00% | Status: Normal
[17:24:41] Price: $1964.14 | Vol: 210 | Change: +0.00% | Status: Normal
[17:24:51] Price: $1964.14 | Vol: 245 | Change: +0.00% | Status: Normal
[17:25:01] Price: $1964.14 | Vol: 253 | Change: +0.00% | Status: Normal
[17:25:11] Price: $1964.14 | Vol: 26 | Change: +0.00% | Status: Normal
[17:25:21] Price: $1964.13 | Vol: 30 | Change: -0.00% | Status: Normal
[17:25:32] Price: $1964.33 | Vol: 74 | Change: +0.01% | Status: Normal
[17:25:42] Price: $1964.37 | Vol: 100 | Change: +0.01% | Status: Normal
[17:25:52] Price: $1964.36 | Vol: 112 | Change: +0.01% | Status: Normal
[17:26:02] Price: $1964.81 | Vol: 219 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:26:12] Price: $1964.81 | Vol: 53 | Change: +0.00% | Status: Normal
[17:26:22] Price: $1964.90 | Vol: 212 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:26:32] Price: $1964.89 | Vol: 248 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:26:42] Price: $1964.89 | Vol: 324 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:26:52] Price: $1964.71 | Vol: 526 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:27:02] Price: $1964.72 | Vol: 549 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:27:12] Price: $1964.71 | Vol: 23 | Change: -0.00% | Status: Normal
[17:27:22] Price: $1964.71 | Vol: 90 | Change: -0.00% | Status: Normal
[17:27:32] Price: $1964.50 | Vol: 161 | Change: -0.01% | Status: Normal
[17:27:42] Price: $1964.23 | Vol: 217 | Change: -0.02% | Status: Normal
[17:27:52] Price: $1964.22 | Vol: 253 | Change: -0.03% | Status: Normal
[17:28:02] Price: $1964.22 | Vol: 1 | Change: -0.00% | Status: Normal
[17:28:12] Price: $1964.39 | Vol: 30 | Change: +0.01% | Status: Normal
[17:28:22] Price: $1964.39 | Vol: 46 | Change: +0.01% | Status: Normal
[17:28:32] Price: $1964.39 | Vol: 62 | Change: +0.01% | Status: Normal
[17:28:42] Price: $1964.48 | Vol: 104 | Change: +0.01% | Status: Normal
[17:28:52] Price: $1964.60 | Vol: 152 | Change: +0.02% | Status: Normal
[17:29:03] Price: $1964.14 | Vol: 443 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:29:13] Price: $1963.88 | Vol: 459 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:29:23] Price: $1963.79 | Vol: 518 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[17:29:33] Price: $1963.80 | Vol: 525 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[17:29:43] Price: $1963.75 | Vol: 691 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[17:29:53] Price: $1963.60 | Vol: 787 | Change: -0.03% | Status: 🚨 SPIKE DETECTED
[17:30:06] Price: $1963.76 | Vol: 1 | Change: +0.00% | Status: Normal
[17:30:16] Price: $1963.37 | Vol: 261 | Change: -0.02% | Status: Normal
[17:30:26] Price: $1963.71 | Vol: 486 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:30:36] Price: $1963.72 | Vol: 563 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:30:46] Price: $1963.71 | Vol: 574 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:30:56] Price: $1963.53 | Vol: 594 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:31:06] Price: $1963.52 | Vol: 17 | Change: -0.00% | Status: Normal
[17:31:16] Price: $1963.52 | Vol: 54 | Change: -0.00% | Status: Normal
[17:31:27] Price: $1963.53 | Vol: 60 | Change: +0.00% | Status: Normal
[17:31:37] Price: $1963.60 | Vol: 125 | Change: +0.00% | Status: Normal
[17:31:47] Price: $1963.69 | Vol: 156 | Change: +0.01% | Status: Normal
[17:31:57] Price: $1963.68 | Vol: 162 | Change: +0.01% | Status: Normal
[17:32:07] Price: $1963.96 | Vol: 0 | Change: +0.00% | Status: Normal
[17:32:17] Price: $1963.98 | Vol: 13 | Change: +0.00% | Status: Normal
[17:32:27] Price: $1964.27 | Vol: 72 | Change: +0.02% | Status: Normal
[17:32:37] Price: $1964.26 | Vol: 74 | Change: +0.02% | Status: Normal
[17:32:47] Price: $1964.41 | Vol: 197 | Change: +0.02% | Status: Normal
[17:32:57] Price: $1964.05 | Vol: 241 | Change: +0.01% | Status: Normal
[17:33:07] Price: $1964.04 | Vol: 4 | Change: -0.00% | Status: Normal
[17:33:17] Price: $1964.04 | Vol: 30 | Change: -0.00% | Status: Normal
[17:33:27] Price: $1963.97 | Vol: 48 | Change: -0.00% | Status: Normal
[17:33:37] Price: $1963.97 | Vol: 53 | Change: -0.00% | Status: Normal
[17:33:47] Price: $1963.88 | Vol: 82 | Change: -0.01% | Status: Normal
[17:33:57] Price: $1963.88 | Vol: 97 | Change: -0.01% | Status: Normal
[17:34:07] Price: $1963.87 | Vol: 4 | Change: -0.00% | Status: Normal
[17:34:17] Price: $1963.88 | Vol: 37 | Change: +0.00% | Status: Normal
[17:34:27] Price: $1964.12 | Vol: 264 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:34:37] Price: $1964.34 | Vol: 338 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:34:47] Price: $1964.52 | Vol: 547 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:34:58] Price: $1964.53 | Vol: 600 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:35:08] Price: $1964.43 | Vol: 659 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:35:18] Price: $1964.39 | Vol: 51 | Change: -0.00% | Status: Normal
[17:35:28] Price: $1963.98 | Vol: 205 | Change: -0.02% | Status: Normal
[17:35:38] Price: $1964.02 | Vol: 281 | Change: -0.02% | Status: Normal
[17:35:48] Price: $1964.19 | Vol: 337 | Change: -0.01% | Status: Normal
[17:35:58] Price: $1963.98 | Vol: 354 | Change: -0.02% | Status: Normal
[17:36:08] Price: $1963.75 | Vol: 12 | Change: -0.01% | Status: Normal
[17:36:18] Price: $1963.59 | Vol: 33 | Change: -0.02% | Status: Normal
[17:36:28] Price: $1963.45 | Vol: 72 | Change: -0.02% | Status: Normal
[17:36:38] Price: $1963.28 | Vol: 96 | Change: -0.03% | Status: Normal
[17:36:48] Price: $1963.29 | Vol: 110 | Change: -0.03% | Status: Normal
[17:36:58] Price: $1963.29 | Vol: 163 | Change: -0.03% | Status: Normal
[17:37:08] Price: $1963.44 | Vol: 17 | Change: +0.00% | Status: Normal
[17:37:18] Price: $1963.80 | Vol: 68 | Change: +0.02% | Status: Normal
[17:37:28] Price: $1963.87 | Vol: 76 | Change: +0.02% | Status: Normal
[17:37:38] Price: $1963.49 | Vol: 187 | Change: +0.00% | Status: Normal
[17:37:48] Price: $1963.49 | Vol: 199 | Change: +0.00% | Status: Normal
[17:37:58] Price: $1963.48 | Vol: 202 | Change: +0.00% | Status: Normal
[17:38:08] Price: $1963.48 | Vol: 0 | Change: +0.00% | Status: Normal
[17:38:18] Price: $1963.59 | Vol: 247 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:38:29] Price: $1963.54 | Vol: 257 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:38:39] Price: $1963.42 | Vol: 285 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:38:49] Price: $1963.31 | Vol: 326 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:38:59] Price: $1963.30 | Vol: 333 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:39:09] Price: $1963.31 | Vol: 7 | Change: +0.00% | Status: Normal
[17:39:19] Price: $1963.30 | Vol: 15 | Change: +0.00% | Status: Normal
[17:39:29] Price: $1963.72 | Vol: 68 | Change: +0.02% | Status: Normal
[17:39:39] Price: $1963.72 | Vol: 72 | Change: +0.02% | Status: Normal
[17:39:49] Price: $1963.61 | Vol: 104 | Change: +0.02% | Status: Normal
[17:39:59] Price: $1963.31 | Vol: 311 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:40:09] Price: $1962.87 | Vol: 192 | Change: -0.02% | Status: Normal
[17:40:19] Price: $1963.05 | Vol: 494 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:40:29] Price: $1963.28 | Vol: 908 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:40:39] Price: $1963.22 | Vol: 946 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:40:49] Price: $1963.33 | Vol: 1072 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:40:59] Price: $1963.15 | Vol: 1123 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:41:09] Price: $1963.22 | Vol: 168 | Change: +0.00% | Status: Normal
[17:41:19] Price: $1963.49 | Vol: 292 | Change: +0.02% | Status: Normal
[17:41:29] Price: $1964.06 | Vol: 433 | Change: +0.05% | Status: Normal
[17:41:39] Price: $1964.39 | Vol: 514 | Change: +0.06% | Status: Normal
[17:41:49] Price: $1964.29 | Vol: 636 | Change: +0.06% | Status: Normal
[17:42:00] Price: $1964.26 | Vol: 651 | Change: +0.06% | Status: Normal
[17:42:10] Price: $1964.14 | Vol: 1 | Change: +0.00% | Status: Normal
[17:42:20] Price: $1964.27 | Vol: 33 | Change: +0.01% | Status: Normal
[17:42:30] Price: $1964.28 | Vol: 36 | Change: +0.01% | Status: Normal
[17:42:40] Price: $1964.27 | Vol: 45 | Change: +0.01% | Status: Normal
[17:42:50] Price: $1964.30 | Vol: 223 | Change: +0.01% | Status: Normal
[17:43:00] Price: $1964.29 | Vol: 227 | Change: +0.01% | Status: Normal
[17:43:10] Price: $1964.30 | Vol: 9 | Change: +0.00% | Status: Normal
[17:43:20] Price: $1964.42 | Vol: 63 | Change: +0.01% | Status: Normal
[17:43:30] Price: $1964.82 | Vol: 113 | Change: +0.03% | Status: Normal
[17:43:40] Price: $1964.89 | Vol: 196 | Change: +0.03% | Status: Normal
[17:43:50] Price: $1964.88 | Vol: 210 | Change: +0.03% | Status: Normal
[17:44:00] Price: $1965.43 | Vol: 6389 | Change: +0.06% | Status: 🚨 SPIKE DETECTED
[17:44:10] Price: $1965.80 | Vol: 232 | Change: +0.00% | Status: Normal
[17:44:20] Price: $1965.82 | Vol: 365 | Change: +0.00% | Status: Normal
[17:44:30] Price: $1965.81 | Vol: 493 | Change: +0.00% | Status: Normal
[17:44:40] Price: $1965.57 | Vol: 639 | Change: -0.01% | Status: Normal
[17:44:50] Price: $1965.33 | Vol: 955 | Change: -0.02% | Status: Normal
[17:45:00] Price: $1965.30 | Vol: 1096 | Change: -0.03% | Status: Normal
[17:45:10] Price: $1965.73 | Vol: 276 | Change: +0.02% | Status: Normal
[17:45:20] Price: $1965.73 | Vol: 378 | Change: +0.02% | Status: Normal
[17:45:30] Price: $1965.39 | Vol: 502 | Change: +0.01% | Status: Normal
[17:45:41] Price: $1965.39 | Vol: 516 | Change: +0.01% | Status: Normal
[17:45:51] Price: $1965.40 | Vol: 574 | Change: +0.01% | Status: Normal
[17:46:01] Price: $1965.26 | Vol: 742 | Change: -0.00% | Status: Normal
[17:46:11] Price: $1964.99 | Vol: 9 | Change: -0.00% | Status: Normal
[17:46:21] Price: $1965.18 | Vol: 99 | Change: +0.01% | Status: Normal
[17:46:31] Price: $1965.18 | Vol: 171 | Change: +0.01% | Status: Normal
[17:46:41] Price: $1965.74 | Vol: 659 | Change: +0.04% | Status: Normal
[17:46:51] Price: $1965.70 | Vol: 767 | Change: +0.04% | Status: Normal
[17:47:01] Price: $1965.57 | Vol: 836 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:47:11] Price: $1965.55 | Vol: 12 | Change: -0.00% | Status: Normal
[17:47:21] Price: $1965.54 | Vol: 500 | Change: -0.00% | Status: Normal
[17:47:31] Price: $1965.68 | Vol: 539 | Change: +0.01% | Status: Normal
[17:47:41] Price: $1965.10 | Vol: 844 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[17:47:51] Price: $1964.75 | Vol: 1375 | Change: -0.04% | Status: 🚨 SPIKE DETECTED
[17:48:01] Price: $1964.55 | Vol: 1389 | Change: -0.05% | Status: 🚨 SPIKE DETECTED
[17:48:11] Price: $1964.82 | Vol: 237 | Change: +0.02% | Status: Normal
[17:48:21] Price: $1964.82 | Vol: 244 | Change: +0.02% | Status: Normal
[17:48:31] Price: $1964.99 | Vol: 294 | Change: +0.03% | Status: Normal
[17:48:41] Price: $1965.18 | Vol: 494 | Change: +0.04% | Status: Normal
[17:48:51] Price: $1965.29 | Vol: 591 | Change: +0.04% | Status: Normal
[17:49:01] Price: $1965.28 | Vol: 727 | Change: +0.04% | Status: Normal
[17:49:12] Price: $1965.50 | Vol: 90 | Change: +0.01% | Status: Normal
[17:49:22] Price: $1965.67 | Vol: 227 | Change: +0.02% | Status: Normal
[17:49:32] Price: $1965.68 | Vol: 566 | Change: +0.02% | Status: Normal
[17:49:42] Price: $1965.68 | Vol: 588 | Change: +0.02% | Status: Normal
[17:49:52] Price: $1965.99 | Vol: 1093 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[17:50:02] Price: $1966.45 | Vol: 1526 | Change: +0.06% | Status: 🚨 SPIKE DETECTED
[17:50:12] Price: $1966.42 | Vol: 43 | Change: +0.00% | Status: Normal
[17:50:22] Price: $1966.43 | Vol: 135 | Change: +0.00% | Status: Normal
[17:50:32] Price: $1966.33 | Vol: 328 | Change: -0.00% | Status: Normal
[17:50:42] Price: $1966.38 | Vol: 479 | Change: -0.00% | Status: Normal
[17:50:52] Price: $1966.19 | Vol: 929 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:51:02] Price: $1966.19 | Vol: 938 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:51:12] Price: $1966.19 | Vol: 26 | Change: -0.00% | Status: Normal
[17:51:22] Price: $1966.19 | Vol: 263 | Change: -0.00% | Status: Normal
[17:51:32] Price: $1966.20 | Vol: 273 | Change: +0.00% | Status: Normal
[17:51:42] Price: $1966.20 | Vol: 556 | Change: +0.00% | Status: Normal
[17:51:52] Price: $1965.85 | Vol: 645 | Change: -0.02% | Status: Normal
[17:52:02] Price: $1965.85 | Vol: 679 | Change: -0.02% | Status: Normal
[17:52:12] Price: $1965.56 | Vol: 66 | Change: -0.01% | Status: Normal
[17:52:22] Price: $1965.48 | Vol: 129 | Change: -0.02% | Status: Normal
[17:52:33] Price: $1965.48 | Vol: 206 | Change: -0.02% | Status: Normal
[17:52:43] Price: $1965.27 | Vol: 366 | Change: -0.03% | Status: Normal
[17:52:53] Price: $1965.27 | Vol: 388 | Change: -0.03% | Status: Normal
[17:53:03] Price: $1965.48 | Vol: 473 | Change: -0.02% | Status: Normal
[17:53:13] Price: $1965.84 | Vol: 165 | Change: +0.02% | Status: Normal
[17:53:23] Price: $1965.98 | Vol: 281 | Change: +0.02% | Status: Normal
[17:53:33] Price: $1965.98 | Vol: 288 | Change: +0.02% | Status: Normal
[17:53:43] Price: $1965.99 | Vol: 302 | Change: +0.03% | Status: Normal
[17:53:53] Price: $1965.95 | Vol: 549 | Change: +0.02% | Status: Normal
[17:54:03] Price: $1966.06 | Vol: 26 | Change: +0.00% | Status: Normal
[17:54:13] Price: $1966.54 | Vol: 774 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:54:23] Price: $1966.51 | Vol: 1778 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:54:33] Price: $1966.47 | Vol: 1916 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:54:43] Price: $1966.70 | Vol: 2266 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:54:53] Price: $1966.95 | Vol: 2341 | Change: +0.05% | Status: 🚨 SPIKE DETECTED
[17:55:03] Price: $1966.78 | Vol: 2383 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[17:55:13] Price: $1966.69 | Vol: 116 | Change: -0.01% | Status: Normal
[17:55:23] Price: $1966.77 | Vol: 250 | Change: -0.00% | Status: Normal
[17:55:33] Price: $1966.94 | Vol: 841 | Change: +0.01% | Status: Normal
[17:55:43] Price: $1966.95 | Vol: 957 | Change: +0.01% | Status: Normal
[17:55:53] Price: $1966.02 | Vol: 1183 | Change: -0.04% | Status: Normal
[17:56:04] Price: $1966.01 | Vol: 1203 | Change: -0.04% | Status: Normal
[17:56:14] Price: $1966.01 | Vol: 80 | Change: -0.00% | Status: Normal
[17:56:24] Price: $1966.69 | Vol: 295 | Change: +0.03% | Status: Normal
[17:56:34] Price: $1966.54 | Vol: 420 | Change: +0.03% | Status: Normal
[17:56:44] Price: $1966.70 | Vol: 506 | Change: +0.03% | Status: Normal
[17:56:54] Price: $1966.69 | Vol: 554 | Change: +0.03% | Status: Normal
[17:57:04] Price: $1966.72 | Vol: 0 | Change: +0.00% | Status: Normal
[17:57:14] Price: $1966.90 | Vol: 109 | Change: +0.01% | Status: Normal
[17:57:24] Price: $1967.01 | Vol: 814 | Change: +0.01% | Status: Normal
[17:57:34] Price: $1966.92 | Vol: 937 | Change: +0.01% | Status: Normal
[17:57:44] Price: $1966.46 | Vol: 1133 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:57:54] Price: $1966.45 | Vol: 1196 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:58:04] Price: $1966.36 | Vol: 12 | Change: -0.01% | Status: Normal
[17:58:14] Price: $1966.29 | Vol: 53 | Change: -0.02% | Status: Normal
[17:58:24] Price: $1970.00 | Vol: 11330 | Change: +0.17% | Status: 🚨 SPIKE DETECTED
[17:58:34] Price: $1969.86 | Vol: 13777 | Change: +0.16% | Status: 🚨 SPIKE DETECTED
[17:58:44] Price: $1969.83 | Vol: 13922 | Change: +0.16% | Status: 🚨 SPIKE DETECTED
[17:58:54] Price: $1969.71 | Vol: 14207 | Change: +0.16% | Status: 🚨 SPIKE DETECTED
[17:59:04] Price: $1969.58 | Vol: 138 | Change: +0.01% | Status: Normal
[17:59:14] Price: $1969.57 | Vol: 211 | Change: +0.01% | Status: Normal
[17:59:24] Price: $1968.62 | Vol: 620 | Change: -0.04% | Status: Normal
[17:59:34] Price: $1968.34 | Vol: 903 | Change: -0.05% | Status: Normal
[17:59:45] Price: $1968.22 | Vol: 1385 | Change: -0.06% | Status: Normal
[17:59:55] Price: $1968.13 | Vol: 1488 | Change: -0.06% | Status: Normal
[18:00:05] Price: $1968.11 | Vol: 1580 | Change: -0.07% | Status: Normal
[18:00:15] Price: $1968.40 | Vol: 840 | Change: +0.01% | Status: Normal
[18:00:25] Price: $1968.55 | Vol: 1025 | Change: +0.02% | Status: Normal
[18:00:35] Price: $1968.49 | Vol: 1507 | Change: +0.02% | Status: Normal
